ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description,dataTables
maven,org.openrewrite.recipe:rewrite-docker,org.openrewrite.docker.search.FindDockerImageUses,Find uses of docker base images,"Produce an impact analysis of base images used in Dockerfiles, .gitlab-ci files, Kubernetes Deployment file, etc.",1,Search,Docker,,Recipes to perform [Docker](https://docker.com/) migration tasks.,"[{""name"":""org.openrewrite.docker.table.DockerBaseImages"",""displayName"":""Uses of docker images as bases"",""description"":""Records the `FROM` block of Dockerfiles."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source path"",""description"":""The source file containing the image reference.""},{""name"":""imageName"",""type"":""String"",""displayName"":""Image name"",""description"":""The full name of the image.""},{""name"":""tag"",""type"":""String"",""displayName"":""Tag"",""description"":""The tag, if any. If no tag is specified, this will be empty.""}]}]"
